pl_name,hostname,sys_name,discoverymethod,disc_year,pl_rade,pl_bmasse,sy_dist,disc_facility
HAT-P-67 b,HAT-P-67,HAT-P-67,Transit,2017,23.371,108.0622,371.686,HATNet
HAT-P-7 b,HAT-P-7,HAT-P-7,Transit,2008,16.926,584.8072,341.079,HATNet
HATS-30 b,HATS-30,HATS-30,Transit,2016,13.171,224.38798,342.14,HATSouth
HATS-37 A b,HATS-37 A,HATS-37 A,Transit,2020,6.793,31.46517,211.896,HATSouth
HATS-48 A b,HATS-48 A,HATS-48 A,Transit,2020,8.967,77.23269,263.609,HATSouth
HATS-58 A b,HATS-58 A,HATS-58 A,Transit,2019,12.274,327.3649,403.591,HATSouth
HATS-65 b,HATS-65,HATS-65,Transit,2018,16.825,260.93843,493.32,HATSouth
HATS-74 A b,HATS-74 A,HATS-74 A,Transit,2021,11.568,464.02947,299.389,HATSouth
HD 100655 b,HD 100655,HD 100655,Radial Velocity,2011,13.5,511.7063,137.178,Bohyunsan Optical Astronomical Observatory
HD 101930 b,HD 101930,HD 101930,Radial Velocity,2005,10.6,79.4575,30.0274,La Silla Observatory
HD 102365 b,HD 102365,HD 102365,Radial Velocity,2010,4.14,16,9.2894,Anglo-Australian Telescope
HD 102956 b,HD 102956,HD 102956,Radial Velocity,2010,13.8,305.1168,121.89,W. M. Keck Observatory
HD 103774 b,HD 103774,HD 103774,Radial Velocity,2013,13.3,116,56.4089,La Silla Observatory
HD 106515 A b,HD 106515 A,HD 106515 A,Radial Velocity,2012,12.4,3518.96545,34.0915,La Silla Observatory
HD 108341 b,HD 108341,HD 108341,Radial Velocity,2014,13.1,1112.4,48.9102,La Silla Observatory
HD 109749 b,HD 109749,HD 109749,Radial Velocity,2005,11.1,85.8141,63.0821,W. M. Keck Observatory
HD 110082 b,HD 110082,HD 110082,Transit,2021,3.2,10.3,105.096,Transiting Exoplanet Survey Satellite (TESS)
HD 113996 b,HD 113996,HD 113996,Radial Velocity,2017,12.7,2002.329,116.334,Bohyunsan Optical Astronomical Observatory
HD 114729 b,HD 114729,HD 114729,Radial Velocity,2002,13.9,262.20975,37.8063,W. M. Keck Observatory
HD 142022 A b,HD 142022 A,HD 142022 A,Radial Velocity,2005,12.9,1411.1652,34.2802,La Silla Observatory
HD 147379 b,HD 147379,HD 147379,Radial Velocity,2017,5.82,28.55,10.7643,Calar Alto Observatory
HD 147513 b,HD 147513,HD 147513,Radial Velocity,2003,13.7,385,12.9032,La Silla Observatory
HD 155233 b,HD 155233,HD 155233,Radial Velocity,2015,13.2,826.358,74.2309,Anglo-Australian Telescope
HD 156846 b,HD 156846,HD 156846,Radial Velocity,2007,12.4,3391.2461,47.7332,La Silla Observatory
HD 16141 b,HD 16141,HD 16141,Radial Velocity,2000,10.9,82.6358,37.7861,W. M. Keck Observatory
HD 16417 b,HD 16417,HD 16417,Radial Velocity,2008,5,22.1,25.3936,Anglo-Australian Telescope
HD 164509 b,HD 164509,HD 164509,Radial Velocity,2010,14.3,140.79869,53.1119,W. M. Keck Observatory
HD 164595 b,HD 164595,HD 164595,Radial Velocity,2015,4.16,16.14,28.254,Haute-Provence Observatory
HD 170469 b,HD 170469,HD 170469,Radial Velocity,2007,14.1,209.7678,60.178,W. M. Keck Observatory
HD 180617 b,HD 180617,HD 180617,Radial Velocity,2018,3.53,12.214,5.91059,Calar Alto Observatory
HD 180902 b,HD 180902,HD 180902,Radial Velocity,2009,13.5,535.54355,104.577,W. M. Keck Observatory
HD 18599 b,HD 18599,HD 18599,Transit,2022,2.6,24.1,38.5653,Transiting Exoplanet Survey Satellite (TESS)
HD 188015 b,HD 188015,HD 188015,Radial Velocity,2004,13.6,476.72,50.6706,W. M. Keck Observatory
HD 189733 b,HD 189733,HD 189733,Radial Velocity,2005,12.666,359.1479,19.7638,Haute-Provence Observatory
HD 195019 b,HD 195019,HD 195019,Radial Velocity,1998,13,1264.9634,37.6681,Lick Observatory
HD 196067 b,HD 196067,HD 196067,Radial Velocity,2012,12.3,3972.85509,39.9346,La Silla Observatory
HD 196885 A b,HD 196885 A,HD 196885 A,Radial Velocity,2007,13.2,819.97,34.1692,Haute-Provence Observatory
HD 197037 b,HD 197037,HD 197037,Radial Velocity,2012,13.9,251,33.1944,McDonald Observatory
HD 202206 c,HD 202206,HD 202206,Radial Velocity,2004,12.2,5689.157,45.9665,La Silla Observatory
HD 202772 A b,HD 202772 A,HD 202772 A,Transit,2019,17.318,323.23311,161.498,Transiting Exoplanet Survey Satellite (TESS)
HD 204941 b,HD 204941,HD 204941,Radial Velocity,2011,10.1,73.1009,28.7165,La Silla Observatory
HD 212301 b,HD 212301,HD 212301,Radial Velocity,2005,14.2,162.0933,54.2304,La Silla Observatory
HD 213240 b,HD 213240,HD 213240,Radial Velocity,2001,12.8,1773.4914,40.8707,La Silla Observatory
HD 214823 b,HD 214823,HD 214823,Radial Velocity,2016,12.1,6229.26362,101.368,Haute-Provence Observatory
HD 220842 b,HD 220842,HD 220842,Radial Velocity,2016,13.1,1010.6994,64.6498,Haute-Provence Observatory
HD 222582 b,HD 222582,HD 222582,Radial Velocity,1999,12.6,2660.2371,42.1586,W. M. Keck Observatory
HD 233832 b,HD 233832,HD 233832,Radial Velocity,2018,13.5,565.7374,58.742,Roque de los Muchachos Observatory
HD 23596 b,HD 23596,HD 23596,Radial Velocity,2003,12.4,3674.938,52.0018,Haute-Provence Observatory
HD 25171 b,HD 25171,HD 25171,Radial Velocity,2010,13.9,290.81445,55.6146,La Silla Observatory
HD 27442 b,HD 27442,HD 27442,Radial Velocity,2000,13.5,495.8,18.2704,Anglo-Australian Telescope
HD 28254 b,HD 28254,HD 28254,Radial Velocity,2010,13.7,368.67,55.2884,La Silla Observatory
HD 30856 b,HD 30856,HD 30856,Radial Velocity,2011,13.5,491.68301,131.199,W. M. Keck Observatory
HD 33283 b,HD 33283,HD 33283,Radial Velocity,2006,12.5,104.56607,89.8623,W. M. Keck Observatory
HD 46375 b,HD 46375,HD 46375,Radial Velocity,2000,10,71.8,29.5529,W. M. Keck Observatory
HD 59686 A b,HD 59686 A,HD 59686 A,Radial Velocity,2016,12.7,2199.3836,89.2721,Lick Observatory
HD 7449 b,HD 7449,HD 7449,Radial Velocity,2011,12.6,2652.63439,38.662,La Silla Observatory
HD 75289 b,HD 75289,HD 75289,Radial Velocity,1999,14.2,155.7367,29.1158,La Silla Observatory
HD 79498 b,HD 79498,HD 79498,Radial Velocity,2011,13.6,425.8922,48.9489,McDonald Observatory
HD 80606 b,HD 80606,HD 80606,Radial Velocity,2001,11.994,1392.0954,66.4711,Multiple Observatories
HD 8535 b,HD 8535,HD 8535,Radial Velocity,2010,14,216.1244,55.4401,La Silla Observatory
HD 86081 b,HD 86081,HD 86081,Radial Velocity,2006,13.6,470.3884,103.936,W. M. Keck Observatory
HD 8673 b,HD 8673,HD 8673,Radial Velocity,2009,12.3,4259.27322,37.8619,Thueringer Landessternwarte Tautenburg
HD 89744 b,HD 89744,HD 89744,Radial Velocity,1999,12.6,2653.8805,38.6364,Fred Lawrence Whipple Observatory
HD 96167 b,HD 96167,HD 96167,Radial Velocity,2009,14,227.88411,85.3006,W. M. Keck Observatory
HD 98736 b,HD 98736,HD 98736,Radial Velocity,2018,13.3,740.5439,32.4459,W. M. Keck Observatory
HD 99492 b,HD 99492,HD 99492,Radial Velocity,2004,5.02,22.2481,18.2038,W. M. Keck Observatory
HIP 109600 b,HIP 109600,HIP 109600,Radial Velocity,2016,13.2,851.7844,66.3361,Haute-Provence Observatory
HIP 116454 b,HIP 116454,HIP 116454,Transit,2014,2.466,12.7132,62.4491,K2
HIP 21152 b,HIP 21152,HIP 21152,Imaging,2022,12,7627.88177,43.4073,Multiple Observatories
HIP 65 A b,HIP 65 A,HIP 65 A,Transit,2020,22.754,1021.18779,61.7856,Transiting Exoplanet Survey Satellite (TESS)
HIP 70849 b,HIP 70849,HIP 70849,Radial Velocity,2009,12.5,2860,24.0572,La Silla Observatory
HIP 75056 A b,HIP 75056 A,HIP 75056 A,Imaging,2021,22.418,7945.71018,125.212,Paranal Observatory
HIP 79098 AB b,HIP 79098 AB,HIP 79098 AB,Imaging,2019,12.1,6515.515,145.798,Paranal Observatory
HIP 94235 b,HIP 94235,HIP 94235,Transit,2022,3,379,58.5146,Transiting Exoplanet Survey Satellite (TESS)
HR 5183 b,HR 5183,HR 5183,Radial Velocity,2019,13.1,1026.5909,31.4607,Multiple Observatories
K2-122 b,K2-122,K2-122,Transit,2017,1.16,1.65,72.0444,K2
K2-151 b,K2-151,K2-151,Transit,2018,1.49,2.83,69.4798,K2
K2-22 b,K2-22,K2-22,Transit,2015,2.3,444.962,243.836,K2
K2-265 b,K2-265,K2-265,Transit,2018,1.71,6.54,138.671,K2
K2-288 B b,K2-288 B,K2-288 B,Transit,2018,1.9,4.27,65.6138,K2
K2-29 b,K2-29,K2-29,Transit,2016,13.339,232.0159,178.475,K2
K2-31 b,K2-31,K2-31,Transit,2016,11.882,563.83042,110.527,K2
KELT-15 b,KELT-15,KELT-15,Transit,2016,19.504,416.3573,324.683,KELT-South
KELT-16 b,KELT-16,KELT-16,Transit,2017,15.861,874.0325,444.586,KELT
KELT-18 b,KELT-18,KELT-18,Transit,2017,17.598,375.0394,321.376,KELT-North
KELT-19 A b,KELT-19 A,KELT-19 A,Transit,2017,21.409,1293.5681,300.276,KELT
KELT-2 A b,KELT-2 A,KELT-2 A,Transit,2012,15.132,540.311,134.058,KELT
KELT-23 A b,KELT-23 A,KELT-23 A,Transit,2019,14.83,298.12454,126.261,KELT-North
KELT-3 b,KELT-3,KELT-3,Transit,2013,17.486,616.5902,210.252,KELT
KELT-9 b,KELT-9,KELT-9,Transit,2017,21.196,915.3504,204.455,KELT-North
KIC 5095269 b,KIC 5095269,KIC 5095269,Eclipse Timing Variations,2017,12.6,2445.06619,1188.54,Kepler
KIC 5951458 b,KIC 5951458,KIC 5951458,Transit,2015,6.6,35.4,742.688,Kepler
KMT-2021-BLG-0322L b,KMT-2021-BLG-0322L,KMT-2021-BLG-0322L,Microlensing,2021,12.7,2034.1018,6600,KMTNet
KOI-1257 b,KOI-1257,KOI-1257,Transit,2014,10.54,460.83,656,Kepler
KOI-7913 b,KOI-7913 A,KOI-7913 A,Transit,2022,2.34,6.08,271.277,Kepler
Kepler-1008 b,Kepler-1008,Kepler-1008,Transit,2016,1.28,2.18,282.565,Kepler
Kepler-1027 b,Kepler-1027,Kepler-1027,Transit,2016,0.89,0.64,405.104,Kepler
Kepler-1063 b,Kepler-1063,Kepler-1063,Transit,2016,1.49,2.83,343.226,Kepler
Kepler-1150 b,Kepler-1150,Kepler-1150,Transit,2016,1.02,1.04,358.518,Kepler
Kepler-1319 b,Kepler-1319,Kepler-1319,Transit,2016,1.34,2.36,103.917,Kepler
Kepler-1341 b,Kepler-1341,Kepler-1341,Transit,2016,2.99,9.22,476.957,Kepler
Kepler-14 b,Kepler-14,Kepler-14,Transit,2011,12.733,2669.66,798,Kepler
Kepler-1480 b,Kepler-1480,Kepler-1480,Transit,2016,1.67,3.43,500.892,Kepler
Kepler-1540 b,Kepler-1540,Kepler-1540,Transit,2016,2.49,6.76,244.96,Kepler
Kepler-16 b,Kepler-16,Kepler-16,Transit,2011,8.449,105.833,75.0852,Kepler
Kepler-1647 b,Kepler-1647,Kepler-1647,Transit,2016,11.874,483,1212.45,Kepler
Kepler-1651 b,Kepler-1651,Kepler-1651,Transit,2017,1.84,4.04,66.4074,Kepler
Kepler-1661 b,Kepler-1661,Kepler-1661,Transit,2020,3.87,17,410.607,Kepler
Kepler-21 b,Kepler-21,Kepler-21,Transit,2012,1.639,5.08,108.522,Kepler
Kepler-34 b,Kepler-34,Kepler-34,Transit,2011,8.564,69.92,1800.82,Kepler
Kepler-35 b,Kepler-35,Kepler-35,Transit,2011,8.16,40.363,1819.17,Kepler
Kepler-38 b,Kepler-38,Kepler-38,Transit,2012,4.3,122,1174.59,Kepler
Kepler-410 A b,Kepler-410 A,Kepler-410 A,Transit,2013,2.838,8.44,147.527,Kepler
Kepler-413 b,Kepler-413,Kepler-413,Transit,2014,4.347,67,847.536,Kepler
Kepler-453 b,Kepler-453,Kepler-453,Transit,2015,6.204,16,442.846,Kepler
Kepler-477 b,Kepler-477,Kepler-477,Transit,2016,2.07,4.94,367,Kepler
Kepler-504 b,Kepler-504,Kepler-504,Transit,2016,1.59,3.15,99.0688,Kepler
Kepler-514 b,Kepler-514,Kepler-514,Transit,2016,1.72,3.61,455.336,Kepler
Kepler-515 b,Kepler-515,Kepler-515,Transit,2016,1.46,2.73,255,Kepler
Kepler-517 b,Kepler-517,Kepler-517,Transit,2016,2.67,7.61,289.907,Kepler
Kepler-519 b,Kepler-519,Kepler-519,Transit,2016,2.1,5.06,246.61,Kepler
Kepler-530 b,Kepler-530,Kepler-530,Transit,2016,3.01,9.32,457.709,Kepler
Kepler-538 b,Kepler-538,Kepler-538,Transit,2016,2.215,10.6,155.956,Kepler
Kepler-560 b,Kepler-560,Kepler-560,Transit,2016,1.72,3.61,109.308,Kepler
Kepler-636 b,Kepler-636,Kepler-636,Transit,2016,4.45,18.1,310.301,Kepler
Kepler-693 b,Kepler-693,Kepler-693,Transit,2016,10.18,73.8,1151.51,Kepler
Kepler-743 b,Kepler-743,Kepler-743,Transit,2016,1.21,1.92,278.987,Kepler
Kepler-779 b,Kepler-779,Kepler-779,Transit,2016,0.92,0.721,283.155,Kepler
Kepler-78 b,Kepler-78,Kepler-78,Transit,2013,1.121,1.96716,124.376,Kepler
Kepler-795 b,Kepler-795,Kepler-795,Transit,2016,1.68,3.46,492.122,Kepler
Kepler-951 b,Kepler-951,Kepler-951,Transit,2016,5.59,26.7,382.509,Kepler
Kepler-970 b,Kepler-970,Kepler-970,Transit,2016,2.609,7.31,331.545,Kepler
Kepler-99 b,Kepler-99,Kepler-99,Transit,2014,1.48,6.15,208.369,Kepler
MASCARA-4 b,MASCARA-4,MASCARA-4,Transit,2020,17.15,985.273,170.696,Multiple Observatories
MXB 1658-298 b,MXB 1658-298,MXB 1658-298,Eclipse Timing Variations,2017,12,7532.571,,Multiple Observatories
NGTS-14 A b,NGTS-14 A,NGTS-14 A,Transit,2021,4.977,29.24036,322.148,Paranal Observatory
NGTS-3 A b,NGTS-3 A,NGTS-3 A,Transit,2018,16.589,756.4354,743.972,Paranal Observatory
NSVS 14256825 b,NSVS 14256825,NSVS 14256825,Eclipse Timing Variations,2019,12.3,4497.2945,820.877,Multiple Observatories
OGLE-2006-BLG-284L A b,OGLE-2006-BLG-284L A,OGLE-2006-BLG-284L A,Microlensing,2020,14.3,144,4000,OGLE
OGLE-2007-BLG-349L AB c,OGLE-2007-BLG-349L A,OGLE-2007-BLG-349L A,Microlensing,2016,10.7,80,2760,OGLE
OGLE-2008-BLG-092L b,OGLE-2008-BLG-092L,OGLE-2008-BLG-092L,Microlensing,2014,8.74,57,8100,OGLE
OGLE-2013-BLG-0341L B b,OGLE-2013-BLG-0341L B,OGLE-2013-BLG-0341L B,Microlensing,2014,1.16,1.66,911,OGLE
OGLE-2016-BLG-0613L AB b,OGLE-2016-BLG-0613L AB,OGLE-2016-BLG-0613L AB,Microlensing,2017,13,1330,3410,OGLE
OGLE-2018-BLG-1700L b,OGLE-2018-BLG-1700L,OGLE-2018-BLG-1700L,Microlensing,2020,12.9,1400,7600,OGLE
OGLE-2019-BLG-0304L b,OGLE-2019-BLG-0304L,OGLE-2019-BLG-0304L,Microlensing,2021,14.2,162.09249,6980,OGLE
OGLE-2019-BLG-1470L AB c,OGLE-2019-BLG-1470L A,OGLE-2019-BLG-1470L A,Microlensing,2022,13.3,699.2225,5900,OGLE
PSR B1620-26 b,PSR B1620-26,PSR B1620-26,Pulsar Timing,2003,13.3,794.575,,Hubble Space Telescope
Qatar-6 b,Qatar-6,Qatar-6,Transit,2017,11.904,212.31044,100.848,Qatar
ROXs 12 b,ROXs 12,ROXs 12,Imaging,2013,12.2,5085,136.65,W. M. Keck Observatory
ROXs 42 B b,ROXs 42 B,ROXs 42 B,Imaging,2013,12.5,2860,143.59,Multiple Observatories
RR Cae b,RR Cae,RR Cae,Eclipse Timing Variations,2012,13,1334.886,21.1916,Leoncito Astronomical Complex
Ross 458 c,Ross 458,Ross 458,Imaging,2010,14.011,1906.98,11.5094,Las Campanas Observatory
SR 12 AB c,SR 12 AB,SR 12 AB,Imaging,2010,12.3,4131.62,112.3172158,Infrared Survey Facility
TIC 172900988 b,TIC 172900988 Aa,TIC 172900988 Aa,Transit,2021,11.25,942,250.956,Transiting Exoplanet Survey Satellite (TESS)
TOI-1201 b,TOI-1201,TOI-1201,Transit,2021,2.415,6.28,37.8871,Transiting Exoplanet Survey Satellite (TESS)
TOI-1259 A b,TOI-1259 A,TOI-1259 A,Transit,2021,11.456,140.16233,118.106,Transiting Exoplanet Survey Satellite (TESS)
TOI-1333 b,TOI-1333,TOI-1333,Transit,2021,15.648,753.2571,200.492,Transiting Exoplanet Survey Satellite (TESS)
TOI-1338 b,TOI-1338,TOI-1338,Transit,2020,6.85,33,399.017,Transiting Exoplanet Survey Satellite (TESS)
TOI-1452 b,TOI-1452,TOI-1452,Transit,2022,1.672,4.82,30.5212,Transiting Exoplanet Survey Satellite (TESS)
TOI-1634 b,TOI-1634,TOI-1634,Transit,2021,1.79,4.91,35.2736,Transiting Exoplanet Survey Satellite (TESS)
TOI-2193 A b,TOI-2193 A,TOI-2193 A,Transit,2022,19.84,298.7587,337.064,Transiting Exoplanet Survey Satellite (TESS)
TOI-3331 A b,TOI-3331 A,TOI-3331 A,Transit,2022,12.98,721.47048,217.193,Transiting Exoplanet Survey Satellite (TESS)
TOI-3540 A b,TOI-3540 A,TOI-3540 A,Transit,2022,23.539,375.03752,,Transiting Exoplanet Survey Satellite (TESS)
TOI-3714 b,TOI-3714,TOI-3714,Transit,2022,11.321,222.47988,112.71,Transiting Exoplanet Survey Satellite (TESS)
TrES-1 b,TrES-1,TrES-1,Transit,2004,12.666,266.9772,159.658,TrES
TrES-2 b,TrES-2,TrES-2,Transit,2006,15.244,473.5667,215.32,TrES
TrES-4 b,TrES-4,TrES-4,Transit,2007,18.046,247.9074,515.98,TrES
VHS J125601.92-125723.9 b,VHS J125601.92-125723.9,VHS J125601.92-125723.9,Imaging,2015,12.4,3559.696,12.7,Paranal Observatory
WASP-1 b,WASP-1,WASP-1,Transit,2007,16.623,271.415,393.072,SuperWASP
WASP-100 b,WASP-100,WASP-100,Transit,2014,14.908,400.4658,364.411,SuperWASP
WASP-104 b,WASP-104,WASP-104,Transit,2014,12.745,404.263,185.932,SuperWASP
WASP-114 b,WASP-114,WASP-114,Transit,2016,15.009,562.24127,523.337,SuperWASP-North
WASP-123 b,WASP-123,WASP-123,Transit,2016,14.773,285.72917,197.996,SuperWASP
WASP-127 b,WASP-127,WASP-127,Transit,2016,14.695,52.3466,159.507,SuperWASP
WASP-129 b,WASP-129,WASP-129,Transit,2016,10.424,317.83,301.462,SuperWASP-South
WASP-139 b,WASP-139,WASP-139,Transit,2016,8.967,37.18611,212.472,SuperWASP-South
WASP-140 b,WASP-140,WASP-140,Transit,2016,16.141,775.5052,117.598,SuperWASP-South
WASP-145 A b,WASP-145 A,WASP-145 A,Transit,2018,10.088,282.8687,91.299,SuperWASP-South
WASP-160 B b,WASP-160 B,WASP-160 B,Transit,2018,12.218,88.35674,288.326,SuperWASP-South
WASP-168 b,WASP-168,WASP-168,Transit,2018,16.814,133.4886,303.941,SuperWASP-South
WASP-173 A b,WASP-173 A,WASP-173 A,Transit,2018,13.451,1172.7927,232.98,SuperWASP-South
WASP-180 A b,WASP-180 A,WASP-180 A,Transit,2019,13.899,286.047,253.985,SuperWASP
WASP-2 b,WASP-2,WASP-2,Transit,2007,12.117,295.89973,153.242,SuperWASP
WASP-20 b,WASP-20,WASP-20,Transit,2015,16.388,98.841,211.877,SuperWASP
WASP-26 b,WASP-26,WASP-26,Transit,2010,13.563,270.1555,252.759,SuperWASP
WASP-33 b,WASP-33,WASP-33,Transit,2010,17.856,665.21819,121.944,SuperWASP
WASP-36 b,WASP-36,WASP-36,Transit,2011,14.874,750.39663,386.346,SuperWASP
WASP-45 b,WASP-45,WASP-45,Transit,2011,10.604,306.38812,211.196,SuperWASP
WASP-49 b,WASP-49,WASP-49,Transit,2012,12.442,117.5971,194.553,SuperWASP
WASP-54 b,WASP-54,WASP-54,Transit,2012,17.71,187.5197,251.303,SuperWASP
WASP-55 b,WASP-55,WASP-55,Transit,2012,14.908,193.8763,297.462,SuperWASP
WASP-56 b,WASP-56,WASP-56,Transit,2012,10.536,143.0235,321.084,SuperWASP
WASP-58 b,WASP-58,WASP-58,Transit,2012,16.029,308.2951,290.404,SuperWASP
WASP-64 b,WASP-64,WASP-64,Transit,2012,14.247,403.945,369.926,SuperWASP
WASP-68 b,WASP-68,WASP-68,Transit,2014,14.796,343.2564,226.399,SuperWASP
WASP-70 A b,WASP-70 A,WASP-70 A,Transit,2014,13.047,187.512,222.355,SuperWASP
WASP-75 b,WASP-75,WASP-75,Transit,2013,14.235,340.06,294.001,SuperWASP
WASP-76 b,WASP-76,WASP-76,Transit,2016,20.512,292.4036,194.459,SuperWASP
WASP-77 A b,WASP-77 A,WASP-77 A,Transit,2012,13.787,529.81995,105.166,SuperWASP
WASP-85 A b,WASP-85 A,WASP-85 A,Transit,2016,13.899,402.05495,141.887,K2
WASP-87 b,WASP-87,WASP-87,Transit,2016,15.524,692.8694,298.392,Anglo-Australian Telescope
WASP-98 b,WASP-98,WASP-98,Transit,2014,12.823,293.03926,281.742,SuperWASP
alf Tau b,alf Tau,alf Tau,Radial Velocity,2015,12.7,2056.3601,20.4332,Multiple Observatories
b Cen AB b,b Cen A,b Cen A,Imaging,2021,12.4,3464.32964,98.0935,Paranal Observatory
bet Cnc b,bet Cnc,bet Cnc,Radial Velocity,2014,12.6,2479,89.0472,Bohyunsan Optical Astronomical Observatory
gam Cep b,gam Cep,gam Cep,Radial Velocity,2003,12.5,2987.58703,14.1024,Multiple Observatories
gam1 Leo b,gam1 Leo,gam1 Leo,Radial Velocity,2009,12.5,2790.43,39.8883,Bohyunsan Optical Astronomical Observatory
nu Oct A b,nu Oct A,nu Oct A,Radial Velocity,2016,13.3,762.78818,21.1999,University of Canterbury Mt John Observatory
ome Ser b,ome Ser,ome Ser,Radial Velocity,2013,13.5,540.3,76.7556,Okayama Astrophysical Observatory
omi UMa b,omi UMa,omi UMa,Radial Velocity,2012,13,1303.103,54.9149,Okayama Astrophysical Observatory
tau Boo b,tau Boo,tau Boo,Radial Velocity,1996,12.8,1891,15.6521,Lick Observatory
KOI-351 b,KOI-351,KOI-351,Transit,2013,1.31,2.27,848.254,Kepler
KOI-351 c,KOI-351,KOI-351,Transit,2013,1.19,1.81,848.254,Kepler
KOI-351 d,KOI-351,KOI-351,Transit,2013,2.87,8.6,848.254,Kepler
KOI-351 e,KOI-351,KOI-351,Transit,2013,2.66,7.56,848.254,Kepler
KOI-351 f,KOI-351,KOI-351,Transit,2013,2.88,8.65,848.254,Kepler
KOI-351 g,KOI-351,KOI-351,Transit,2013,8.1,254.264,848.254,Kepler
KOI-351 h,KOI-351,KOI-351,Transit,2013,11.3,381.396,848.254,Kepler
Kepler-90 i,KOI-351,KOI-351,Transit,2017,1.32,2.3,848.254,Kepler
TRAPPIST-1 b,TRAPPIST-1,TRAPPIST-1,Transit,2016,1.116,1.374,12.4298888,La Silla Observatory
TRAPPIST-1 c,TRAPPIST-1,TRAPPIST-1,Transit,2016,1.097,1.308,12.4298888,La Silla Observatory
TRAPPIST-1 d,TRAPPIST-1,TRAPPIST-1,Transit,2016,0.788,0.388,12.4298888,La Silla Observatory
TRAPPIST-1 e,TRAPPIST-1,TRAPPIST-1,Transit,2017,0.92,0.692,12.4298888,Multiple Observatories
TRAPPIST-1 f,TRAPPIST-1,TRAPPIST-1,Transit,2017,1.045,1.039,12.4298888,Multiple Observatories
TRAPPIST-1 g,TRAPPIST-1,TRAPPIST-1,Transit,2017,1.129,1.321,12.4298888,Multiple Observatories
TRAPPIST-1 h,TRAPPIST-1,TRAPPIST-1,Transit,2017,0.755,0.326,12.4298888,Multiple Observatories
HD 10180 c,HD 10180,HD 10180,Radial Velocity,2010,3.68,13.1,38.9607,La Silla Observatory
HD 10180 d,HD 10180,HD 10180,Radial Velocity,2010,3.45,11.75,38.9607,La Silla Observatory
HD 10180 e,HD 10180,HD 10180,Radial Velocity,2010,5.39,25.1,38.9607,La Silla Observatory
HD 10180 f,HD 10180,HD 10180,Radial Velocity,2010,5.24,23.9,38.9607,La Silla Observatory
HD 10180 g,HD 10180,HD 10180,Radial Velocity,2010,4.91,21.4,38.9607,La Silla Observatory
HD 10180 h,HD 10180,HD 10180,Radial Velocity,2010,9.4,64.4,38.9607,La Silla Observatory
HD 191939 b,HD 191939,HD 191939,Transit,2020,3.41,10,53.6089,Transiting Exoplanet Survey Satellite (TESS)
HD 191939 c,HD 191939,HD 191939,Transit,2020,3.195,8,53.6089,Transiting Exoplanet Survey Satellite (TESS)
HD 191939 d,HD 191939,HD 191939,Transit,2020,2.995,2.8,53.6089,Transiting Exoplanet Survey Satellite (TESS)
HD 191939 e,HD 191939,HD 191939,Radial Velocity,2022,13,112.2,53.6089,W. M. Keck Observatory
HD 191939 f,HD 191939,HD 191939,Radial Velocity,2022,13.4,660,53.6089,W. M. Keck Observatory
HD 191939 g,HD 191939,HD 191939,Transit,2022,3.74,13.5,53.6089,Transiting Exoplanet Survey Satellite (TESS)
HD 219134 b,HD 219134,HD 219134,Radial Velocity,2015,1.602,4.74,6.53127,Roque de los Muchachos Observatory
HD 219134 c,HD 219134,HD 219134,Radial Velocity,2015,1.511,4.36,6.53127,Roque de los Muchachos Observatory
HD 219134 d,HD 219134,HD 219134,Radial Velocity,2015,1.61,16.17,6.53127,Roque de los Muchachos Observatory
HD 219134 f,HD 219134,HD 219134,Radial Velocity,2015,1.31,7.3,6.53127,Multiple Observatories
HD 219134 g,HD 219134,HD 219134,Radial Velocity,2015,3.28,10.80622,6.53127,Multiple Observatories
HD 219134 h,HD 219134,HD 219134,Radial Velocity,2015,12.7,108.0622,6.53127,Roque de los Muchachos Observatory
HD 34445 b,HD 34445,HD 34445,Radial Velocity,2009,13.9,260.6206,46.0907,W. M. Keck Observatory
HD 34445 c,HD 34445,HD 34445,Radial Velocity,2017,8.42,53.5,46.0907,Multiple Observatories
HD 34445 d,HD 34445,HD 34445,Radial Velocity,2017,6.07,30.7,46.0907,Multiple Observatories
HD 34445 e,HD 34445,HD 34445,Radial Velocity,2017,4.26,16.8,46.0907,Multiple Observatories
HD 34445 f,HD 34445,HD 34445,Radial Velocity,2017,6.88,37.9,46.0907,Multiple Observatories
HD 34445 g,HD 34445,HD 34445,Radial Velocity,2017,13.6,120.6,46.0907,Multiple Observatories
K2-138 b,K2-138,K2-138,Transit,2017,1.51,3.1,202.585,K2
K2-138 c,K2-138,K2-138,Transit,2017,2.299,6.31,202.585,K2
K2-138 d,K2-138,K2-138,Transit,2017,2.39,7.92,202.585,K2
K2-138 e,K2-138,K2-138,Transit,2017,3.39,12.97,202.585,K2
K2-138 f,K2-138,K2-138,Transit,2017,2.904,1.63,202.585,K2
K2-138 g,K2-138,K2-138,Transit,2021,3.013,4.32,202.585,K2
Kepler-11 b,Kepler-11,Kepler-11,Transit,2010,1.8,1.9,646.346,Kepler
Kepler-11 c,Kepler-11,Kepler-11,Transit,2010,2.87,2.9,646.346,Kepler
Kepler-11 d,Kepler-11,Kepler-11,Transit,2010,3.12,7.3,646.346,Kepler
Kepler-11 e,Kepler-11,Kepler-11,Transit,2010,4.19,8,646.346,Kepler
